41.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
12:53:39.0 (57753)|USER_INFO|[EXTERNAL]|0056F000006PtYl|gwadmin@gw.jp.kddi|日本標準時|GMT+09:00
12:53:39.0 (96933)|EXECUTION_STARTED
12:53:39.0 (100814)|CODE_UNIT_STARTED|[EXTERNAL]|0666F0000066wqT|VF: /apex/kdKnowledgeHomePage
12:53:40.0 (1827631063)|METHOD_ENTRY|[40]||Database.QueryLocatorIterator.hasNext()
12:53:40.0 (1827656814)|METHOD_EXIT|[40]||Database.QueryLocatorIterator.hasNext()
12:53:40.0 (1827668092)|METHOD_ENTRY|[40]||Database.QueryLocatorIterator.next()
12:53:40.0 (1827722056)|METHOD_EXIT|[40]||Database.QueryLocatorIterator.next()
12:53:40.0 (1827772476)|CONSTRUCTOR_ENTRY|[41]|01p6F000006sUQf|<init>()
12:53:40.0 (1827836704)|CONSTRUCTOR_EXIT|[41]|01p6F000006sUQf|<init>()
12:53:40.0 (1828198773)|METHOD_ENTRY|[40]||Database.QueryLocatorIterator.hasNext()
12:53:40.0 (1828217986)|METHOD_EXIT|[40]||Database.QueryLocatorIterator.hasNext()
12:53:40.0 (1828223186)|METHOD_ENTRY|[40]||Database.QueryLocatorIterator.next()
12:53:40.0 (1828264598)|METHOD_EXIT|[40]||Database.QueryLocatorIterator.next()
12:53:40.0 (1828304400)|CONSTRUCTOR_ENTRY|[41]|01p6F000006sUQf|<init>()
12:53:40.0 (1828348198)|CONSTRUCTOR_EXIT|[41]|01p6F000006sUQf|<init>()
12:53:40.0 (1828610363)|METHOD_ENTRY|[40]||Database.QueryLocatorIterator.hasNext()
12:53:40.0 (1828628175)|METHOD_EXIT|[40]||Database.QueryLocatorIterator.hasNext()
12:53:40.0 (1828633306)|METHOD_ENTRY|[40]||Database.QueryLocatorIterator.next()
12:53:40.0 (1828671922)|METHOD_EXIT|[40]||Database.QueryLocatorIterator.next()
12:53:40.0 (1828714524)|CONSTRUCTOR_ENTRY|[41]|01p6F000006sUQf|<init>()
12:53:40.0 (1828756348)|CONSTRUCTOR_EXIT|[41]|01p6F000006sUQf|<init>()
12:53:40.0 (1829016185)|METHOD_ENTRY|[40]||Database.QueryLocatorIterator.hasNext()
12:53:40.0 (1829027363)|METHOD_EXIT|[40]||Database.QueryLocatorIterator.hasNext()
12:53:40.0 (1829051366)|METHOD_EXIT|[203]|01p6F000006sUQf|kdKnowledgeHomePageCtrl.getWebContentData()
12:53:40.0 (1829068022)|METHOD_ENTRY|[205]|01p6F000006sUQf|kdKnowledgeHomePageCtrl.getListThema()
12:53:40.0 (1829562140)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1829638467)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1830122248)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1830166384)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1830477717)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1830518625)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1830827021)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1830867756)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1831169639)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1831210088)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1831505013)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1831544960)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1831934676)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1831977095)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1832284169)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1832324668)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1832622804)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1832662247)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1832964807)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1833003998)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1833322752)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1833367532)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1833659198)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1833704504)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1834000671)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1834041407)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1834335193)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1834374447)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1834663180)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1834707454)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1835001985)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1835055471)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1835359481)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1835397819)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1835697517)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1835737513)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1836041106)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1836079585)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1836367155)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1836405829)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1836711565)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1836751292)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1837048538)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1837088086)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1837380768)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1837418671)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1837713946)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1837772180)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1838088925)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1838129702)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1838421965)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1838462110)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1838762719)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1838802003)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1839102314)|CONSTRUCTOR_ENTRY|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1839141939)|CONSTRUCTOR_EXIT|[54]|01p6F000006sUQf|<init>()
12:53:40.0 (1839607449)|METHOD_EXIT|[205]|01p6F000006sUQf|kdKnowledgeHomePageCtrl.getListThema()
12:53:40.0 (1839712194)|METHOD_ENTRY|[206]|01p6F000006sUQf|kdKnowledgeHomePageCtrl.getListType()
12:53:40.0 (1840207640)|CONSTRUCTOR_ENTRY|[72]|01p6F000006sUQf|<init>()
12:53:40.0 (1840267389)|CONSTRUCTOR_EXIT|[72]|01p6F000006sUQf|<init>()
12:53:40.0 (1840735433)|CONSTRUCTOR_ENTRY|[72]|01p6F000006sUQf|<init>()
12:53:40.0 (1840779579)|CONSTRUCTOR_EXIT|[72]|01p6F000006sUQf|<init>()
12:53:40.0 (1841127488)|CONSTRUCTOR_ENTRY|[72]|01p6F000006sUQf|<init>()
12:53:40.0 (1841169828)|CONSTRUCTOR_EXIT|[72]|01p6F000006sUQf|<init>()
12:53:40.0 (1841501364)|CONSTRUCTOR_ENTRY|[72]|01p6F000006sUQf|<init>()
12:53:40.0 (1841540846)|CONSTRUCTOR_EXIT|[72]|01p6F000006sUQf|<init>()
12:53:40.0 (1841848497)|CONSTRUCTOR_ENTRY|[72]|01p6F000006sUQf|<init>()
12:53:40.0 (1841887647)|CONSTRUCTOR_EXIT|[72]|01p6F000006sUQf|<init>()
12:53:40.0 (1842195314)|CONSTRUCTOR_ENTRY|[72]|01p6F000006sUQf|<init>()
12:53:40.0 (1842234476)|CONSTRUCTOR_EXIT|[72]|01p6F000006sUQf|<init>()
12:53:40.0 (1842573372)|CONSTRUCTOR_ENTRY|[72]|01p6F000006sUQf|<init>()
12:53:40.0 (1842613186)|CONSTRUCTOR_EXIT|[72]|01p6F000006sUQf|<init>()
12:53:40.0 (1842951190)|CONSTRUCTOR_ENTRY|[72]|01p6F000006sUQf|<init>()
12:53:40.0 (1842993175)|CONSTRUCTOR_EXIT|[72]|01p6F000006sUQf|<init>()
12:53:40.0 (1843455833)|CONSTRUCTOR_ENTRY|[72]|01p6F000006sUQf|<init>()
12:53:40.0 (1843524342)|CONSTRUCTOR_EXIT|[72]|01p6F000006sUQf|<init>()
12:53:40.0 (1844038772)|METHOD_EXIT|[206]|01p6F000006sUQf|kdKnowledgeHomePageCtrl.getListType()
12:53:40.0 (1844129296)|METHOD_ENTRY|[207]|01p6F000006sUQf|kdKnowledgeHomePageCtrl.getListChannel()
12:53:40.0 (1844602211)|CONSTRUCTOR_ENTRY|[90]|01p6F000006sUQf|<init>()
12:53:40.0 (1844661194)|CONSTRUCTOR_EXIT|[90]|01p6F000006sUQf|<init>()
12:53:40.0 (1845081390)|CONSTRUCTOR_ENTRY|[90]|01p6F000006sUQf|<init>()
12:53:40.0 (1845124354)|CONSTRUCTOR_EXIT|[90]|01p6F000006sUQf|<init>()
12:53:40.0 (1845429080)|CONSTRUCTOR_ENTRY|[90]|01p6F000006sUQf|<init>()
12:53:40.0 (1845469389)|CONSTRUCTOR_EXIT|[90]|01p6F000006sUQf|<init>()
12:53:40.0 (1845794613)|CONSTRUCTOR_ENTRY|[90]|01p6F000006sUQf|<init>()
12:53:40.0 (1845837653)|CONSTRUCTOR_EXIT|[90]|01p6F000006sUQf|<init>()
12:53:40.0 (1846145705)|CONSTRUCTOR_ENTRY|[90]|01p6F000006sUQf|<init>()
12:53:40.0 (1846185968)|CONSTRUCTOR_EXIT|[90]|01p6F000006sUQf|<init>()
12:53:40.0 (1846483171)|CONSTRUCTOR_ENTRY|[90]|01p6F000006sUQf|<init>()
12:53:40.0 (1846522567)|CONSTRUCTOR_EXIT|[90]|01p6F000006sUQf|<init>()
12:53:40.0 (1846849086)|CONSTRUCTOR_ENTRY|[90]|01p6F000006sUQf|<init>()
12:53:40.0 (1846888834)|CONSTRUCTOR_EXIT|[90]|01p6F000006sUQf|<init>()
12:53:40.0 (1847204542)|CONSTRUCTOR_ENTRY|[90]|01p6F000006sUQf|<init>()
12:53:40.0 (1847245968)|CONSTRUCTOR_EXIT|[90]|01p6F000006sUQf|<init>()
12:53:40.0 (1847541123)|CONSTRUCTOR_ENTRY|[90]|01p6F000006sUQf|<init>()
12:53:40.0 (1847580142)|CONSTRUCTOR_EXIT|[90]|01p6F000006sUQf|<init>()
12:53:40.0 (1847877072)|CONSTRUCTOR_ENTRY|[90]|01p6F000006sUQf|<init>()
12:53:40.0 (1847915589)|CONSTRUCTOR_EXIT|[90]|01p6F000006sUQf|<init>()
12:53:40.0 (1848311120)|METHOD_EXIT|[207]|01p6F000006sUQf|kdKnowledgeHomePageCtrl.getListChannel()
12:53:40.0 (1848407501)|METHOD_ENTRY|[208]|01p6F000006sUQf|kdKnowledgeHomePageCtrl.getDetailData(List<kdKnowledge__c>)
12:53:40.0 (1849093903)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1849173351)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1918614120)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1918666918)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1923501056)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1923548520)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1927595993)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1927642249)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1945491797)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1945541368)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1954296795)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1954358666)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1966501208)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1966551577)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1974565376)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1974614594)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1982518650)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1982567992)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1988252395)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1988300891)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1996968699)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
12:53:40.0 (1997016396)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
12:53:41.0 (2027791922)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
12:53:41.0 (2027865430)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
12:53:41.0 (2036242893)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
12:53:41.0 (2036292946)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
12:53:41.0 (2065325483)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
12:53:41.0 (2065383159)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
12:53:41.0 (2074620507)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
12:53:41.0 (2074675564)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
12:53:41.0 (2109632872)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
12:53:41.0 (2109687683)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
12:53:41.0 (2131082919)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
12:53:41.0 (2131136563)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
12:53:41.0 (2139999030)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
12:53:41.0 (2140050548)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
12:53:41.0 (2153935225)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
12:53:41.0 (2153986629)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
12:53:41.0 (2161224040)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
12:53:41.0 (2161287280)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
*** Skipped 16994472 bytes of detailed log
12:53:41.0 (2173829146)|HEAP_ALLOCATE|[107]|Bytes:5
12:53:41.0 (2173849970)|HEAP_ALLOCATE|[107]|Bytes:48
12:53:41.0 (2173855323)|VARIABLE_SCOPE_BEGIN|[107]|kdKnwl|kdKnowledge__c|true|false
12:53:41.0 (2173875410)|VARIABLE_ASSIGNMENT|[107]|kdKnwl|{"Type__c":"Value9","SubjectDivision__c":"V2","Thema__c":"Val20","MediumCategory__c":"商材獲得","NbCopy__c":2,"NbLike__c":4,"NbView__c":38,"HasMovie__c":false,"Title__c":"【昨年度資料】1508_【九州支社】昨年 (12 more) ...","PostTime__c":"2015-08-27T05:46:00.000Z","Id":"a0B6F00001Is6daUAB"}|0x672c52e5
12:53:41.0 (2173884573)|STATEMENT_EXECUTE|[107]
12:53:41.0 (2173894263)|STATEMENT_EXECUTE|[109]
12:53:41.0 (2173895903)|STATEMENT_EXECUTE|[110]
12:53:41.0 (2173901718)|HEAP_ALLOCATE|[107]|Bytes:5
12:53:41.0 (2173913916)|HEAP_ALLOCATE|[107]|Bytes:48
12:53:41.0 (2173919088)|VARIABLE_SCOPE_BEGIN|[107]|kdKnwl|kdKnowledge__c|true|false
12:53:41.0 (2173940784)|VARIABLE_ASSIGNMENT|[107]|kdKnwl|{"Type__c":"Value9","SubjectDivision__c":"V2","Thema__c":"Val20","MediumCategory__c":"商材獲得","NbCopy__c":37,"NbLike__c":184,"NbView__c":779,"HasMovie__c":false,"Title__c":"1508_【C京都支店】秋（ｉＰｈｏｎｅ (32 more) ...","PostTime__c":"2015-08-26T23:53:00.000Z","Id":"a0B6F00001Is5QRUAZ"}|0x6dcb9cf2
12:53:41.0 (2173949540)|STATEMENT_EXECUTE|[107]
12:53:41.0 (2173959614)|STATEMENT_EXECUTE|[109]
12:53:41.0 (2173961466)|STATEMENT_EXECUTE|[110]
12:53:41.0 (2173967316)|HEAP_ALLOCATE|[107]|Bytes:5
12:53:41.0 (2173975789)|HEAP_ALLOCATE|[107]|Bytes:52
12:53:41.0 (2173981229)|VARIABLE_SCOPE_BEGIN|[107]|kdKnwl|kdKnowledge__c|true|false
12:53:41.0 (2174004258)|VARIABLE_ASSIGNMENT|[107]|kdKnwl|{"Type__c":"Value9","SubjectDivision__c":"V2","Thema__c":"Val20","MediumCategory__c":"商材獲得","NbCopy__c":6,"NbLike__c":17,"NbView__c":99,"HasMovie__c":false,"Title__c":"1508_【横浜第一支店】8月の取組ポイ (2 more) ...","PostTime__c":"2015-08-18T01:24:00.000Z","Id":"a0B6F00001Is5QQUAZ","Attachments":[{"ParentId":"a0B6F00001Is5QQUAZ","Id":"00P6F00001yWlqvUAC"}]}|0x52ed9d7c
12:53:41.0 (2174015516)|STATEMENT_EXECUTE|[107]
12:53:41.0 (2174029477)|STATEMENT_EXECUTE|[109]
12:53:41.0 (2174031169)|STATEMENT_EXECUTE|[110]
12:53:41.0 (2174037436)|HEAP_ALLOCATE|[107]|Bytes:5
12:53:41.0 (2174046426)|HEAP_ALLOCATE|[107]|Bytes:52
12:53:41.0 (2174051831)|VARIABLE_SCOPE_BEGIN|[107]|kdKnwl|kdKnowledge__c|true|false
