41.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
18:52:08.0 (72806)|USER_INFO|[EXTERNAL]|0056F000006PtYl|gwadmin@gw.jp.kddi|日本標準時|GMT+09:00
18:52:08.0 (108979)|EXECUTION_STARTED
18:52:08.0 (113554)|CODE_UNIT_STARTED|[EXTERNAL]|0666F0000066wqT|VF: /apex/kdKnowledgeHomePage
18:52:09.0 (1858278071)|CONSTRUCTOR_ENTRY|[90]|01p6F000006sUQf|<init>()
18:52:09.0 (1858325303)|CONSTRUCTOR_EXIT|[90]|01p6F000006sUQf|<init>()
18:52:09.0 (1858679850)|CONSTRUCTOR_ENTRY|[90]|01p6F000006sUQf|<init>()
18:52:09.0 (1858725868)|CONSTRUCTOR_EXIT|[90]|01p6F000006sUQf|<init>()
18:52:09.0 (1859060447)|CONSTRUCTOR_ENTRY|[90]|01p6F000006sUQf|<init>()
18:52:09.0 (1859105356)|CONSTRUCTOR_EXIT|[90]|01p6F000006sUQf|<init>()
18:52:09.0 (1859558349)|METHOD_EXIT|[207]|01p6F000006sUQf|kdKnowledgeHomePageCtrl.getListChannel()
18:52:09.0 (1859667669)|METHOD_ENTRY|[208]|01p6F000006sUQf|kdKnowledgeHomePageCtrl.getDetailData(List<kdKnowledge__c>)
18:52:09.0 (1860428959)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
18:52:09.0 (1860515291)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
18:52:09.0 (1935066621)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
18:52:09.0 (1935127619)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
18:52:09.0 (1940344049)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
18:52:09.0 (1940401047)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
18:52:09.0 (1945011431)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
18:52:09.0 (1945066490)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
18:52:09.0 (1963959635)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
18:52:09.0 (1964020535)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
18:52:09.0 (1972879788)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
18:52:09.0 (1972936742)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
18:52:09.0 (1985095992)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
18:52:09.0 (1985168338)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
18:52:09.0 (1993514045)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
18:52:09.0 (1993570607)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2001782009)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2001837063)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2007950816)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2008007679)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2017226271)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2017281282)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2049316773)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2049374787)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2058258597)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2058330107)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2086635403)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2086696797)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2095738120)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2095794284)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2132120474)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2132180178)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2154694447)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2154754278)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2163286137)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2163342420)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2178352281)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2178411927)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2186595115)|CONSTRUCTOR_ENTRY|[127]|01p6F000006sUQf|<init>()
18:52:10.0 (2186651662)|CONSTRUCTOR_EXIT|[127]|01p6F000006sUQf|<init>()
*** Skipped 16992778 bytes of detailed log
18:52:10.0 (2195988761)|VARIABLE_ASSIGNMENT|[107]|kdKnwl|{"Type__c":"Value9","SubjectDivision__c":"V4","Thema__c":"Val20","MediumCategory__c":"商材獲得","NbCopy__c":0,"NbLike__c":8,"NbView__c":34,"HasMovie__c":false,"Title__c":"1703_【広域G】≪学割天国≫ヨドバシ (15 more) ...","PostTime__c":"2017-03-15T04:59:00.000Z","Id":"a0B6F00001Is5pLUAR","Attachments":[{"ParentId":"a0B6F00001Is5pLUAR","Id":"00P6F00001x4Zx9UAE"}]}|0x521f2162
18:52:10.0 (2196000640)|STATEMENT_EXECUTE|[107]
18:52:10.0 (2196025355)|STATEMENT_EXECUTE|[109]
18:52:10.0 (2196027436)|STATEMENT_EXECUTE|[110]
18:52:10.0 (2196035021)|HEAP_ALLOCATE|[107]|Bytes:5
18:52:10.0 (2196045210)|HEAP_ALLOCATE|[107]|Bytes:48
18:52:10.0 (2196051036)|VARIABLE_SCOPE_BEGIN|[107]|kdKnwl|kdKnowledge__c|true|false
18:52:10.0 (2196071303)|VARIABLE_ASSIGNMENT|[107]|kdKnwl|{"Type__c":"Value9","SubjectDivision__c":"V5","Thema__c":"Val20","MediumCategory__c":"商材獲得","NbCopy__c":0,"NbLike__c":10,"NbView__c":46,"HasMovie__c":false,"Title__c":"2016_10【トヨタ関西G：とよきち】 (23 more) ...","PostTime__c":"2016-10-28T06:53:00.000Z","Id":"a0B6F00001Is5gwUAB"}|0x19e6a6e6
18:52:10.0 (2196080196)|STATEMENT_EXECUTE|[107]
18:52:10.0 (2196092082)|STATEMENT_EXECUTE|[109]
18:52:10.0 (2196094016)|STATEMENT_EXECUTE|[110]
18:52:10.0 (2196104200)|HEAP_ALLOCATE|[107]|Bytes:5
18:52:10.0 (2196113758)|HEAP_ALLOCATE|[107]|Bytes:52
18:52:10.0 (2196119083)|VARIABLE_SCOPE_BEGIN|[107]|kdKnwl|kdKnowledge__c|true|false
18:52:10.0 (2196140778)|VARIABLE_ASSIGNMENT|[107]|kdKnwl|{"Type__c":"Value9","SubjectDivision__c":"V4","Thema__c":"Val20","MediumCategory__c":"商材獲得","NbCopy__c":3,"NbLike__c":19,"NbView__c":75,"HasMovie__c":false,"Title__c":"1610_【首都圏営業1G（ノジ☆スター (20 more) ...","PostTime__c":"2016-10-28T05:43:00.000Z","Id":"a0B6F00001Is5gtUAB","Attachments":[{"ParentId":"a0B6F00001Is5gtUAB","Id":"00P6F00001tshn4UAA"}]}|0x4e751223
18:52:10.0 (2196150698)|STATEMENT_EXECUTE|[107]
18:52:10.0 (2196162217)|STATEMENT_EXECUTE|[109]
18:52:10.0 (2196164130)|STATEMENT_EXECUTE|[110]
18:52:10.0 (2196171142)|HEAP_ALLOCATE|[107]|Bytes:5
18:52:10.0 (2196180339)|HEAP_ALLOCATE|[107]|Bytes:52
18:52:10.0 (2196185663)|VARIABLE_SCOPE_BEGIN|[107]|kdKnwl|kdKnowledge__c|true|false
